|Catastro|ReferenciaCP|IdCliente|Producto|Fecha|TipoProducto|AltaCliente
334567|029 0801902344UN01UN002|029 0801902344|6136105|N06|2020-05-03|Servicio sin cuota|2020-04-27 00:00:00
87523|006 4802900056UN020B0UN|006 4802900056|741121|N06|2020-02-03|Servicio principal|2020-01-30 00:00:00
331898|046 4801301180UN010C0UN|046 4801301180|330885|N06|2020-05-03|Servicio principal|2020-02-07 00:00:00
157678|014 4804500035UN01IZ0UN|014 4804500035|2297605|N06|2020-04-03|Servicio principal|2020-02-26 00:00:00
136697|013 2006900480UN030C0UN|013 2006900480|6113358|N01|2020-06-03|Servicio principal|2020-02-22 00:00:00
208361|009 4807800011UN050C0UN|009 4807800011|6126701|N06|2020-05-03|Servicio principal|2020-03-28 00:00:00
290286|002 4801300380UN040A0UN|002 4801300380|150273|N06|2020-06-03|Servicio principal|2020-05-25 00:00:00
241287|020 4802002990UN05IZ0UN|020 4802002990|6092117|N04|2020-02-03|Servicio principal|2020-01-12 00:00:00
186171|028 4802003570UN020D0UN|028 4802003570|6121712|N04|2020-05-03|Servicio principal|2020-03-15 00:00:00
327455|006 0105902310UN07DR0UN|006 0105902310|6116096|N01|2020-04-03|Servicio sin cuota|2020-02-29 00:00:00
14364|014 2006703703UN030D0UN|014 2006703703|6098051|N04|2020-03-03|Servicio principal|2020-01-05 00:00:00
168582|007 4802700134UN030B0UN|007 4802700134|1761619|N06|2020-03-03|Servicio principal|2020-02-29 00:00:00
245013|022 4802009500UNPBUN0UN|022 4802009500|74435|N01|2020-05-03|Servicio principal|2020-04-26 00:00:00
44014|010 4802000300UN030F0UN|010 4802000300|6101371|N06|2020-03-03|Servicio principal|2020-01-25 00:00:00
317980|035 2608900132UN050C0UN|035 2608900132|6120939|N06|2020-04-03|Servicio principal|2020-03-06 00:00:00
169831|008 2608900159E4080A0UN|008 2608900159|6118593|N06|2020-06-03|Servicio principal|2020-03-01 00:00:00
26128|013 3902000009UNPBUN001|013 3902000009|4206653|N06|2020-03-03|Servicio sin cuota|2020-01-11 00:00:00
193818|008 2007601109UN04DR0UN|008 2007601109|295021|N01|2020-05-03|Servicio principal|2020-03-18 00:00:00
92434|010 4801500033UN030G0UN|010 4801500033|4256264|N06|2020-02-03|Servicio principal|2020-01-31 00:00:00
332810|016 3108600175UN030B0UN|016 3108600175|6098748|N01|2020-03-03|Servicio principal|2020-02-28 00:00:00
89641|012 0818708894EC020B0UN|012 0818708894|6107014|N04|2020-02-03|Servicio principal|2020-01-31 00:00:00
200812|008 2006101250UN020A0UN|008 2006101250|758182|N01|2020-04-03|Servicio principal|2020-03-18 00:00:00
137268|016 2004002506UN04DR0UN|016 2004002506|6113442|N01|2020-03-03|Servicio principal|2020-02-21 00:00:00
210818|045 2006900570UN01IZ0UN|045 2006900570|6126798|N06|2020-04-03|Servicio principal|2020-03-27 00:00:00
176730|008 2006907730UNPBUN0UN|008 2006907730|4273115|N06|2020-05-03|Servicio principal|2020-03-04 00:00:00
160032|002 4807800016UN03DR0UN|002 4807800016|4219584|N04|2020-06-03|Servicio principal|2020-02-29 00:00:00
32613|013 0105904711UN040A0UN|013 0105904711|6100129|N01|2020-02-03|Servicio sin cuota|2020-01-17 00:00:00
222212|02514109104599UN020B0UN|2514109104599|6136038|N06|2020-05-03|Servicio principal|2020-05-02 00:00:00
129551|014 4808300004UN030D0UN|014 4808300004|6112330|N01|2020-03-03|Servicio sin cuota|2020-02-14 00:00:00
124667|001 4808000001UN020B0UN|001 4808000001|6111549|N06|2020-03-03|Servicio principal|2020-02-15 00:00:00
175878|011 4801300150UN04DR0UN|011 4801300150|6119623|N01|2020-06-03|Servicio sin cuota|2020-03-15 00:00:00
119277|015 2008001160UN01IZ0UN|015 2008001160|6110933|N06|2020-06-03|Servicio principal|2020-02-12 00:00:00
208607|001 2003607014UN010B0UN|001 2003607014|6126764|N01|2020-06-03|Servicio principal|2020-03-27 00:00:00
176376|044 2006901380UN050A0UN|044 2006901380|6119695|N06|2020-06-03|Servicio principal|2020-03-04 00:00:00
141086|001 4809400030UN020B0UN|001 4809400030|6113838|N04|2020-03-03|Servicio principal|2020-02-20 00:00:00
135641|001 4803601060UN040A0UN|001 4803601060|6113212|N06|2020-06-03|Servicio principal|2020-02-23 00:00:00
281217|008 2007902902UN040A0UN|008 2007902902|1357332|N06|2020-06-03|Servicio principal|2020-05-17 00:00:00
219262|001 4807200034UN020D0UN|001 4807200034|6128090|N06|2020-06-03|Servicio sin cuota|2020-04-30 00:00:00
46983|002 4802006760UNUNUNPOR|002 4802006760|54342|N06|2020-05-03|Servicio principal|2020-01-17 00:00:00
328517|004 0100401014UNPBUN0UN|004 0100401014|6125045|N04|2020-05-03|Servicio principal|2020-03-14 00:00:00
217894|009 4803400014UNPBUN001|009 4803400014|4250648|N06|2020-04-03|Servicio principal|2020-03-25 00:00:00
131036|002 3123200029E6010A0UN|002 3123200029|6112523|N04|2020-05-03|Servicio principal|2020-02-17 00:00:00
190494|067 4802000570UNPBIZ0UN|067 4802000570|6122676|N04|2020-04-03|Servicio principal|2020-03-12 00:00:00
237530|003 3108800199UNPBUN0UN|003 3108800199|6132024|N06|2020-06-03|Servicio sin cuota|2020-05-16 00:00:00
8908|059 2004002502UN010A0UN|059 2004002502|6097252|N06|2020-05-03|Servicio principal|2020-01-05 00:00:00
10983|005 4890100052UN030D0UN|005 4890100052|1468767|N01|2020-04-03|Servicio principal|2020-01-15 00:00:00
76593|011 0105904075UN070D0UN|011 0105904075|6105376|N06|2020-06-03|Servicio principal|2020-01-30 00:00:00
124120|000 2001501230UNUNUNPOR|000 2001501230|63390|N06|2020-05-03|Servicio sin cuota|2020-02-29 00:00:00
309860|009 2090300799UN01IZ0UN|009 2090300799|6106688|N06|2020-06-03|Servicio principal|2020-01-30 00:00:00
254712|018 4801302820UN02IZ0UN|018 4801302820|6136526|N01|2020-05-03|Servicio principal|2020-04-26 00:00:00
319244|011 4800100065UNPBUN006|011 4800100065|4184514|N01|2020-02-03|Servicio principal|2020-01-09 00:00:00
222512|006 4803600112UN040P0UN|006 4803600112|6102462|N06|2020-04-03|Servicio principal|2020-01-19 00:00:00
132351|025 2000901320UN02UN00D|025 2000901320|6112769|N01|2020-06-03|Servicio principal|2020-02-23 00:00:00
300174|003 2810600094UN020D0UN|003 2810600094|6151811|N06|2020-06-03|Servicio principal|2020-05-31 00:00:00
220157|002 2000907004UN010A0UN|002 2000907004|1271837|N06|2020-06-03|Servicio principal|2020-03-26 00:00:00
245115|010 2001703110UN030B0UN|010 2001703110|2347363|N06|2020-05-03|Servicio principal|2020-04-18 00:00:00
291408|008 0801900261E107UN002|008 0801900261|6124769|N04|2020-05-03|Servicio principal|2020-03-15 00:00:00
240173|071 3902000454UNPBUN007|071 3902000454|6133451|N06|2020-06-03|Servicio sin cuota|2020-04-23 00:00:00
60301|003 3108800008UN030C0UN|003 3108800008|6103366|N04|2020-02-03|Servicio principal|2020-01-23 00:00:00
31550|033 2608900249E1040F0UN|033 2608900249|6100028|N01|2020-03-03|Servicio principal|2020-01-17 00:00:00
217232|004 2004501111UNPBUN0UN|004 2004501111|4086433|N06|2020-04-03|Servicio principal|2020-03-24 00:00:00
315398|002 0105902995UN110D0UN|002 0105902995|4232444|N06|2020-04-03|Servicio principal|2020-02-02 00:00:00
33585|019 2007501220UN010B0UN|019 2007501220|2007688|N06|2020-04-03|Servicio principal|2020-01-12 00:00:00
310063|030 4808200032UN04IZ0UN|030 4808200032|2348472|N06|2020-03-03|Servicio principal|2020-02-01 00:00:00
113241|017 0105904546UN040A0UN|017 0105904546|6110077|N01|2020-06-03|Servicio principal|2020-02-09 00:00:00
149552|002 2007401690UN070A0UN|002 2007401690|2010941|N04|2020-03-03|Servicio principal|2020-02-26 00:00:00
326656|013 0105900940UNPBUN001|013 0105900940|772195|N06|2020-03-03|Servicio principal|2020-02-05 00:00:00
47685|026 4808200113UN010B0UN|026 4808200113|3629118|N06|2020-02-03|Servicio principal|2020-01-17 00:00:00
219745|004 4805200035UN02DR0UN|004 4805200035|6107971|N06|2020-06-03|Servicio sin cuota|2020-03-26 00:00:00
300049|004 4807800229UN010B0UN|004 4807800229|6151395|N06|2020-06-03|Servicio principal|2020-05-31 00:00:00
25467|009 4808400132UN030C0UN|009 4808400132|6099345|N01|2020-06-03|Servicio principal|2020-01-15 00:00:00
259829|009B4802003375UN040B0UN|009B4802003375|2173341|N06|2020-06-03|Servicio principal|2020-04-26 00:00:00
194888|007 4807800021UN040A0UN|007 4807800021|6123652|N04|2020-06-03|Servicio principal|2020-03-14 00:00:00
4255|008 0802200340UNPBUN001|008 0802200340|6095166|N06|2020-03-03|Servicio principal|2020-01-10 00:00:00
283748|010 0801903008UNENUN002|010 0801903008|6100837|N04|2020-05-03|Servicio principal|2020-01-16 00:00:00
156875|012 4801300240UN04IZ0UN|012 4801300240|6116489|N04|2020-04-03|Servicio principal|2020-02-28 00:00:00
130769|016 4890400100UN020F0UN|016 4890400100|1469972|N04|2020-04-03|Servicio principal|2020-02-16 00:00:00
82295|020 2004502209UN03IZ0UN|020 2004502209|653204|N06|2020-02-03|Servicio principal|2020-01-29 00:00:00
264469|015 2006900490UN080E0UN|015 2006900490|1522740|N04|2020-04-03|Servicio principal|2020-02-08 00:00:00
93145|001 4808000036UN030B0UN|001 4808000036|6107431|N04|2020-05-03|Servicio principal|2020-02-05 00:00:00
314837|170 2006906640UN03UN0UN|170 2006906640|3602680|N01|2020-05-03|Servicio principal|2020-01-16 00:00:00
138065|003 4807800008UN05DR0DR|003 4807800008|6113594|N01|2020-05-03|Servicio sin cuota|2020-02-20 00:00:00
43008|015 2007601201UN02IZ0UN|015 2007601201|6101272|N04|2020-04-03|Servicio principal|2020-01-17 00:00:00
248032|016 2002703004UN02DR0UN|016 2002703004|1655286|N01|2020-06-03|Servicio sin cuota|2020-04-19 00:00:00
315449|170 2006906640UN03UN0UN|170 2006906640|2432929|N01|2020-06-03|Servicio principal|2020-02-15 00:00:00
273968|188 4805400004UN040C0UN|188 4805400004|6124702|N06|2020-06-03|Servicio principal|2020-05-20 00:00:00
197782|020 2004502208UN040D0UN|020 2004502208|66462|N01|2020-05-03|Servicio principal|2020-03-20 00:00:00
266257|015 2003601812UN020B0UN|015 2003601812|970101|N06|2020-05-03|Servicio principal|2020-05-01 00:00:00
81075|041 0105900116UN02DR0UN|041 0105900116|83650|N06|2020-05-03|Servicio principal|2020-01-29 00:00:00
289225|047 3108600116UNPBUN0UN|047 3108600116|6138889|N06|2020-06-03|Servicio sin cuota|2020-05-22 00:00:00
239838|001 4802002050UN04CN0UN|001 4802002050|6132690|N06|2020-06-03|Servicio principal|2020-04-18 00:00:00
184097|036 4802009075UN03UN0UN|036 4802009075|6121073|N06|2020-06-03|Servicio principal|2020-03-08 00:00:00
265884|003J4804400409UN1A010UN|003J4804400409|3449311|N06|2020-06-03|Servicio principal|2020-05-01 00:00:00
26214|005 4802005745UN020B0UN|005 4802005745|4236308|N06|2020-04-03|Servicio principal|2020-01-11 00:00:00
106537|032 2003201140UNPBUN001|032 2003201140|6109261|N06|2020-03-03|Servicio principal|2020-02-06 00:00:00
336540|158 0801901644UN04UN002|158 0801901644|6109687|N06|2020-04-03|Servicio sin cuota|2020-02-08 00:00:00
167670|050 4802002750UN05DR0UN|050 4802002750|4244|N01|2020-04-03|Servicio sin cuota|2020-03-01 00:00:00
316689|034 3120102525UN06IZ0UN|034 3120102525|6117984|N06|2020-04-03|Servicio sin cuota|2020-02-29 00:00:00
161311|035 2003901106UN03UN0UN|035 2003901106|832300|N04|2020-05-03|Servicio principal|2020-02-27 00:00:00
41378|003D4802700115UN02CN0UN|003D4802700115|6100061|N01|2020-04-03|Servicio principal|2020-01-23 00:00:00
273427|004 0105903825UN020C0UN|004 0105903825|6140574|N06|2020-06-03|Servicio principal|2020-05-10 00:00:00
258173|046 2004507124UNPBUN0UN|046 2004507124|6111211|N04|2020-05-03|Servicio principal|2020-02-21 00:00:00
304637|011 4801302605UN210H0UN|011 4801302605|6100401|N06|2020-04-03|Servicio principal|2020-01-16 00:00:00
81957|004 0105904686UN010B0UN|004 0105904686|4230675|N01|2020-05-03|Servicio principal|2020-02-01 00:00:00
38150|008 3190300060UN050B0UN|008 3190300060|3447940|N04|2020-06-03|Servicio principal|2020-01-17 00:00:00
327373|013 0801903830UNPRUN0UN|013 0801903830|6115735|N01|2020-05-03|Servicio principal|2020-02-29 00:00:00
124494|043 4802000920UN05UN0UN|043 4802000920|2373258|N06|2020-03-03|Servicio principal|2020-02-13 00:00:00
135761|060 4809000052UN030D0UN|060 4809000052|2199681|N06|2020-06-03|Servicio principal|2020-02-16 00:00:00
50547|041 0105900060UNPBUN0UN|041 0105900060|830333|N01|2020-03-03|Servicio principal|2020-01-29 00:00:00
236121|028 2004504412EB0A0B0UN|028 2004504412|6127040|N06|2020-04-03|Servicio principal|2020-03-22 00:00:00
142865|005 4802007020UN010A0UN|005 4802007020|6114287|N04|2020-05-03|Servicio principal|2020-02-22 00:00:00
269923|019 3120101705UN010D0UN|019 3120101705|6139285|N06|2020-06-03|Servicio sin cuota|2020-05-06 00:00:00
159018|018 0105904680UN090A0UN|018 0105904680|6112887|N01|2020-05-03|Servicio sin cuota|2020-03-06 00:00:00
32084|067 2006901390UN040C0UN|067 2006901390|6100069|N04|2020-04-03|Servicio principal|2020-01-15 00:00:00
39367|004 2004502603UN010B0UN|004 2004502603|639398|N01|2020-04-03|Servicio sin cuota|2020-01-17 00:00:00
307963|002 2007401530UNPBDR0UN|002 2007401530|231173|N06|2020-06-03|Servicio principal|2020-03-24 00:00:00
232246|042 4802009445UN020A0UN|042 4802009445|6120152|N04|2020-06-03|Servicio principal|2020-03-06 00:00:00
19779|011 4802005450UNPBUN001|011 4802005450|3478718|N01|2020-02-03|Servicio principal|2020-01-18 00:00:00
76716|004 2005501230UN060B0UN|004 2005501230|6105454|N04|2020-04-03|Servicio principal|2020-01-31 00:00:00
331962|035 4802009340UN03IZ0DR|035 4802009340|6110484|N06|2020-06-03|Servicio principal|2020-02-09 00:00:00
231254|003 4802006855UN01UN032|003 4802006855|3577382|N06|2020-05-03|Servicio principal|2020-04-04 00:00:00
1158|020 4802600075UNPBUN001|020 4802600075|6089881|N01|2020-05-03|Servicio principal|2020-01-29 00:00:00
276096|001 3123200201UN020A0UN|001 3123200201|6115105|N06|2020-03-03|Servicio sin cuota|2020-02-22 00:00:00
49385|007 3120101255UN01IZ0UN|007 3120101255|6102013|N06|2020-06-03|Servicio sin cuota|2020-02-05 00:00:00
148953|011 3120100595UN01DR0UN|011 3120100595|6115239|N06|2020-06-03|Servicio principal|2020-02-22 00:00:00
136328|022 4807800081UNPBUN001|022 4807800081|1323894|N06|2020-04-03|Servicio principal|2020-02-23 00:00:00
155224|005 0105901955UN080A0UN|005 0105901955|6090593|N06|2020-03-03|Servicio principal|2020-02-23 00:00:00
279310|111 2006905100UN070D0UN|111 2006905100|386746|N06|2020-04-03|Servicio principal|2020-03-04 00:00:00
65330|006 4808400002UN04DR0UN|006 4808400002|6103972|N06|2020-02-03|Servicio principal|2020-01-25 00:00:00
48154|029 4807800057UNPBIZ0UN|029 4807800057|6101857|N04|2020-06-03|Servicio principal|2020-01-18 00:00:00
237985|040 2006502120UN01DR0UN|040 2006502120|6098508|N01|2020-02-03|Servicio principal|2020-01-16 00:00:00
107287|004 4808200052UN030C0UN|004 4808200052|675898|N01|2020-03-03|Servicio sin cuota|2020-02-08 00:00:00
150207|015 0105902305UN050A0UN|015 0105902305|6113740|N01|2020-05-03|Servicio principal|2020-04-18 00:00:00
60601|005 2007601405UN01DR0UN|005 2007601405|6103420|N04|2020-03-03|Servicio principal|2020-01-25 00:00:00
6944|002 2608900300E1010A0UN|002 2608900300|6096419|N01|2020-04-03|Servicio principal|2020-01-04 00:00:00
210995|026 4802003260UN030C0UN|026 4802003260|6127211|N01|2020-05-03|Servicio principal|2020-03-26 00:00:00
243923|016 4801300107UN030C0UN|016 4801300107|6114695|N01|2020-03-03|Servicio principal|2020-02-23 00:00:00
287415|014 0801901383UN07UN002|014 0801901383|6111237|N04|2020-06-03|Servicio principal|2020-02-19 00:00:00
56396|034 3120102340UN010B0UN|034 3120102340|6102889|N06|2020-04-03|Servicio sin cuota|2020-02-01 00:00:00
42624|007 4802009090UN120D0UN|007 4802009090|6101233|N01|2020-04-03|Servicio sin cuota|2020-01-19 00:00:00
55416|056 4803600056UN010A0UN|056 4803600056|3518047|N06|2020-02-03|Servicio principal|2020-01-19 00:00:00
285292|001 0105904534UN020A0UN|001 0105904534|6144273|N06|2020-06-03|Servicio principal|2020-05-24 00:00:00
58027|018 2008101111UN010A0UN|018 2008101111|6103050|N04|2020-05-03|Servicio principal|2020-01-22 00:00:00
90155|003 4802900065UN040B0UN|003 4802900065|6103370|N01|2020-05-03|Servicio sin cuota|2020-02-01 00:00:00
208192|039 2006706033UN020A0UN|039 2006706033|6126665|N06|2020-05-03|Servicio principal|2020-03-25 00:00:00
271981|009 4802008730UN060D0UN|009 4802008730|6126198|N04|2020-06-03|Servicio principal|2020-03-20 00:00:00
242610|012 0105902790UNUNUNPOR|012 0105902790|2183025|N01|2020-06-03|Servicio principal|2020-04-17 00:00:00
175054|012 2005504370UN03IZ0UN|012 2005504370|685514|N06|2020-04-03|Servicio principal|2020-03-05 00:00:00
198477|011 2003301191UN02DR0UN|011 2003301191|6124599|N04|2020-06-03|Servicio principal|2020-04-29 00:00:00
83172|006 4807800100UN05IZ0UN|006 4807800100|6106234|N06|2020-03-03|Servicio principal|2020-02-01 00:00:00
272966|012 4802000340UN030D0UN|012 4802000340|6137883|N01|2020-06-03|Servicio principal|2020-05-24 00:00:00
267907|074 4805400010UNUNUNPOR|074 4805400010|4132955|N06|2020-06-03|Servicio principal|2020-01-05 00:00:00
62207|002 2006107004UN010B0UN|002 2006107004|1682065|N06|2020-06-03|Servicio principal|2020-01-23 00:00:00
188700|018 0105904834UN060A0UN|018 0105904834|6121600|N01|2020-04-03|Servicio sin cuota|2020-03-11 00:00:00
5858|003 1707900677EE03UN003|003 1707900677|6096139|N01|2020-03-03|Servicio principal|2020-01-05 00:00:00
253846|004 2001001130UN03DR0UN|004 2001001130|148658|N06|2020-06-03|Servicio principal|2020-04-24 00:00:00
136970|007 4801800007UN01DR0UN|007 4801800007|4164071|N06|2020-05-03|Servicio sin cuota|2020-02-16 00:00:00
323511|004 0105410035UNPBUN0UN|004 0105410035|3577191|N06|2020-06-03|Servicio principal|2020-03-07 00:00:00
277748|010 2006900480UN040A0UN|010 2006900480|2191770|N06|2020-06-03|Servicio principal|2020-05-14 00:00:00
222046|066 2005901530UN020B0UN|066 2005901530|6128812|N06|2020-06-03|Servicio principal|2020-04-05 00:00:00
61191|019 0105901530UN04IZ0UN|019 0105901530|6103493|N06|2020-02-03|Servicio principal|2020-02-02 00:00:00
69316|016 0105900920UN01DR0UN|016 0105900920|6104489|N06|2020-05-03|Servicio principal|2020-01-29 00:00:00
201741|010 4804400104UN020B0UN|010 4804400104|6105827|N04|2020-05-03|Servicio principal|2020-01-30 00:00:00
87751|012 4807800111UN04DR0UN|012 4807800111|6106792|N04|2020-03-03|Servicio principal|2020-02-01 00:00:00
154841|032 2005601105UN030B0UN|032 2005601105|6116140|N04|2020-03-03|Servicio principal|2020-02-27 00:00:00
135562|028 4801500156UN050A0UN|028 4801500156|6113214|N01|2020-03-03|Servicio sin cuota|2020-02-19 00:00:00
85054|005 2005502340UN03IZ0UN|005 2005502340|6106450|N06|2020-04-03|Servicio principal|2020-01-31 00:00:00
134153|012 2006502210UN02IZ0UN|012 2006502210|6112398|N01|2020-03-03|Servicio principal|2020-02-20 00:00:00
53647|002 0103601525UN020A0UN|002 0103601525|412160|N04|2020-04-03|Servicio principal|2020-01-23 00:00:00
61066|006 0105904695UNPBUN001|006 0105904695|889576|N06|2020-05-03|Servicio principal|2020-01-23 00:00:00
274252|022 4802009565IZ010C0UN|022 4802009565|6100356|N06|2020-03-03|Servicio principal|2020-01-16 00:00:00
203065|002 4809000005UN02IZ0UN|002 4809000005|4082158|N01|2020-06-03|Servicio principal|2020-03-21 00:00:00
250547|005 4802008130UN08IZ0DR|005 4802008130|6100647|N01|2020-02-03|Servicio principal|2020-01-18 00:00:00
142785|010 0105902308UN030A0UN|010 0105902308|6114291|N01|2020-06-03|Servicio sin cuota|2020-02-22 00:00:00
290638|013 0808900018E102UN001|013 0808900018|3399191|N06|2020-05-03|Servicio sin cuota|2020-03-06 00:00:00
228413|003 2001801301UN030B0UN|003 2001801301|6129842|N04|2020-05-03|Servicio principal|2020-04-02 00:00:00
302701|002 4802005210UN02DR0DR|002 4802005210|547856|N06|2020-04-03|Servicio principal|2020-03-13 00:00:00
104050|009 0100202090UNPBUN001|009 0100202090|421808|N01|2020-04-03|Servicio principal|2020-02-12 00:00:00
212943|003 2005101290UN090A0UN|003 2005101290|945403|N06|2020-05-03|Servicio principal|2020-03-23 00:00:00
168746|042 4804000010UN02DR0UN|042 4804000010|839212|N06|2020-04-03|Servicio sin cuota|2020-03-04 00:00:00
268090|006 4802008730UN060B0UN|006 4802008730|6100336|N06|2020-04-03|Servicio principal|2020-01-16 00:00:00
332833|019 2006905160UNPB0B0UN|019 2006905160|6115258|N06|2020-06-03|Servicio principal|2020-02-27 00:00:00
